title;imdb;mid;trailer;date;directors;actors;poster;netflix_id;runtime;rating;descr;Action;Adventure;Animation;Comedy;Drama;Family;Fantasy;Mystery;Romance;Science Fiction;Thriller;class1;class2;class3
American Gangster;tt0765429;/m/0cz_ym;[];19/10/2007;Ridley Scott;Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin;http://ia.media-imdb.com/images/M/MV5BMTkyNzY5MDA5MV5BMl5BanBnXkFtZTcwMjg4MzI3MQ@@._V1_SX300.jpg;['70060009'];157;8.1;In 1970s America, a detective works to bring down the drug empire of Frank Lucas, a heroin kingpin from Manhattan, who is smuggling the drug into the country from the Far East.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
American History X;tt0120586;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e69840&bitrateid=472&vendorid=102&type=.mp4;1998;Tony Kaye;Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien;http://ia.media-imdb.com/images/M/MV5BMjMzNDUwNTIyMF5BMl5BanBnXkFtZTcwNjMwNDg3OA@@._V1_.jpg;18002692;119;8.6;A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.;1;0;0;0;1;0;0;0;0;0;0;0.01;0.34;0
American Psycho;tt0144084;/m/0cqr0q;[];21/01/2000;Mary Harron;Christian Bale, Justin Theroux, Josh Lucas, Bill Sage;http://ia.media-imdb.com/images/M/MV5BMjIyMTYwMTI0N15BMl5BanBnXkFtZTgwNTU2NTYxMTE@._V1_SX300.jpg;['60000861'];102;6.9;A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.;0;0;0;1;1;0;0;0;0;0;1;0.044444444;0.727272727;0
American Soldiers;tt0425743;/m/09v6qpt;[];11/05/2005;Sidney J. Furie;Curtis Morgan, Zan Calabretta, Jordan Brown, Eddie Della Siepe;http://ia.media-imdb.com/images/M/MV5BMTgwMzI0Nzc5MF5BMl5BanBnXkFtZTcwMTc2NzIzMQ@@._V1_SX300.jpg;['70048687'];103;4.7;A group of U.S. soldiers defy their country when they release mistreated prisoners.;1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
Amores Perros;tt0245712;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e14778&bitrateid=471&vendorid=102&type=.mp4;2000;Alejandro González Iñárritu;Emilio Echevarría, Gael García Bernal, Goya Toledo, Álvaro Guerrero;http://ia.media-imdb.com/images/M/MV5BMjIyNTA5MzQ5N15BMl5BanBnXkFtZTcwNjIyNTgxMQ@@._V1_.jpg;60020243;154;8.1;A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.;0;0;0;0;1;0;0;0;0;0;1;0;0.32;0
An American Crime;tt0802948;/m/0dk297;[];19/01/2007;Tommy O'Haver;Ellen Page, Hayley McFarland, Nick Searcy, Romy Rosemont;http://ia.media-imdb.com/images/M/MV5BMjA0MjY1OTkxNV5BMl5BanBnXkFtZTcwNDY3NjQ3MQ@@._V1_SX300.jpg;['70053123'];98;8;The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Ander;tt1351734;/m/063j8zw;['http://www.youtube.com/watch?v=qcZDwdA4Znc'];30/01/2009;Roberto Castón;Eriz Alberdi, Josean Bengoetxea, Christian Esquivel, Jose Kruz Gurrutxaga;http://ia.media-imdb.com/images/M/MV5BMTQxMzkwMzYyN15BMl5BanBnXkFtZTcwOTU0OTAzMg@@._V1_SX300.jpg;['70114475'];128;7.5;A love story between a Basque farmer and a Peruvian immigrant.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Angel;tt0783767;/m/03h39gy;['http://www.youtube.com/watch?v=ZLaQ4cOB6Fo'];14/03/2007;François Ozon;Romola Garai, Sam Neill, Lucy Russell, Michael Fassbender;http://ia.media-imdb.com/images/M/MV5BMTM4ODg0ODYzNV5BMl5BanBnXkFtZTcwODg0ODcyMg@@._V1_SX300.jpg;['70081081'];113;4.5;The rise and fall of a young eccentric British writer, in the early 20th century.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Angel Eyes;tt0225071;/m/06bvb7;[];18/05/2001;Luis Mandoki;Jennifer Lopez, Jim Caviezel, Jeremy Sisto, Terrence Howard;http://ia.media-imdb.com/images/M/MV5BNDQwNzI2OTY2Ml5BMl5BanBnXkFtZTYwOTI3ODc5._V1_SX300.jpg;['60020681'];102;4.7;A mysterious man is drawn to a feisty female police officer and a unusual relationship ensues, as not everything is as it seems.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Angela;tt0287914;/m/0bflz18;['http://www.imdb.com/rg/VIDEO_PLAY/LINK//video/screenplay/vi4105568537/'];19/05/2002;Roberta Torre;Donatella Finocchiaro, Andrea Di Stefano, Mario Pupella, Toni Gambino;http://ia.media-imdb.com/images/M/MV5BMTM2ODg3MDkzMV5BMl5BanBnXkFtZTcwMDMzOTQyMQ@@._V1_SX300.jpg;['60031272'];95;6.1;True story of an attractive Sicilian mob-wife who participates in her husband's drug-dealing business and falls for her husband's lackey.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Angel-A;tt0473753;/m/09d6fb;['http://www.youtube.com/watch?v=IaoYTgbUmdc'];21/12/2005;Luc Besson;Jamel Debbouze, Rie Rasmussen, Gilbert Melki, Serge Riaboukine;http://ia.media-imdb.com/images/M/MV5BMTIwNTQ2OTgxOV5BMl5BanBnXkFtZTcwODAwNDI0MQ@@._V1_SX300.jpg;['70058007'];91;4.8;A beautiful woman helps an inept scam artist get his game together.;0;0;0;1;1;0;1;0;1;0;0;0.256410256;0.988636364;0.008368201
Animal 2;tt0985047;/m/04j0fkj;[];08/01/2008;Ryan Combs;Ving Rhames, Vicellous Reon Shannon, Richard Waugh, Yannick Bisson;http://ia.media-imdb.com/images/M/MV5BMTg0NDgwOTI0NF5BMl5BanBnXkFtZTcwNDY3OTI1MQ@@._V1_SX300.jpg;['70074089'];93;5.1;"Years after being shot by his eldest son Darius and taking the fall for his crimes, former gangster James ""Animal"" Allen serves a life sentence at Folsom Prison. When a riot breaks out ...";1;0;0;0;1;0;0;0;0;0;1;0.061538462;0.329545455;0
Animal Kingdom;tt1313092;/m/0b73rwv;['http://www.youtube.com/watch?v=YNszOl14AWg'];22/01/2010;David Michôd;James Frecheville, Bryce Lindemann, Paul Smits, Jacki Weaver;http://ia.media-imdb.com/images/M/MV5BMTQ2NjcwNjE4NV5BMl5BanBnXkFtZTcwNDU2NDg1Mw@@._V1_SX300.jpg;['70129388'];113;7.5;A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Annie;tt0083564;/m/02x6dqb;['http://www.youtube.com/watch?v=A2rJ6Y3R70o'];17/05/1982;John Huston;Albert Finney, Carol Burnett, Ann Reinking, Tim Curry;http://ia.media-imdb.com/images/M/MV5BMTczMjgwNTAyNV5BMl5BanBnXkFtZTcwMDU3MzMyMQ@@._V1_SX300.jpg;['70000509'];105;6.5;A young orphan girl's adventures in finding a family that will take her.;0;0;0;1;1;1;0;0;0;0;0;0.042735043;0.715909091;0
Annie Hall;tt0075686;;;1977;Woody Allen;Woody Allen, Diane Keaton, Tony Roberts, Carol Kane;http://ia.media-imdb.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_.jpg;261909;93;8.1;Neurotic New York comedian Alvy Singer falls in love with the ditsy Annie Hall.;0;0;0;1;1;0;0;0;1;0;0;0.02;0.98;0
Another Year;tt1431181;/m/0bh8drv;['http://www.youtube.com/watch?v=cm-mfxOiUXI', 'http://vimeo.com/18388914'];15/05/2010;Mike Leigh;Jim Broadbent, Ruth Sheen, Lesley Manville, Oliver Maltman;http://ia.media-imdb.com/images/M/MV5BMTY5NzY5NTY2NF5BMl5BanBnXkFtZTcwNTg3NzIxNA@@._V1_SX300.jpg;['70139376'];129;6.5;A look at four seasons in the lives of a happily married couple and their relationships with their family and friends.;0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Antares;tt0419449;/m/04f516w;[];05/08/2004;Götz Spielmann;Petra Morzé, Andreas Patton, Hary Prinz, Susanne Wuest;http://ia.media-imdb.com/images/M/MV5BMTI3NzkwMjM0Nl5BMl5BanBnXkFtZTcwMjM4NTgyMQ@@._V1_SX300.jpg;['70046348'];105;6;A deadly car crash sets off three parallel stories of women at crisis points, faltering behind the doors of the same, plain Vienna apartment block. A bored nurse with a stable, comfortable ...;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Anthony Zimmer;tt0411118;/m/0b7m7l;[];27/04/2005;Jérôme Salle;Sophie Marceau, Yvan Attal, Sami Frey, Gilles Lellouche;http://ia.media-imdb.com/images/M/MV5BMjEyNTM5MDQzM15BMl5BanBnXkFtZTcwNjg1NjEzMQ@@._V1_SX300.jpg;['70112754'];89;5.2;In Nice, the international police force and the Russian mafia are chasing Anthony Zimmer, an intelligent man responsible for laundry of dirty money in France. Zimmer had extensive plastic ...;0;0;0;0;0;0;0;0;1;0;1;0.011965812;0.329545455;0.322175732
Antichrist;tt0870984;/m/04jkpgv;['http://vimeo.com/4062746'];18/05/2009;Lars von Trier;Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm;http://ia.media-imdb.com/images/M/MV5BMjE3MjQ2ODc1N15BMl5BanBnXkFtZTcwNjYyMzI5Mg@@._V1_SX300.jpg;['70117549'];108;4.8;A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Anuvahood;tt1658797;/m/0cmbrdw;[];18/03/2011;Adam Deacon, Daniel Toland;Adam Deacon, Darwood Grace, Femi Oyeniran, Ollie Barbieri;http://ia.media-imdb.com/images/M/MV5BMTU0NzgyMTI4Nl5BMl5BanBnXkFtZTcwMjg5MjE0NA@@._V1_SX300.jpg;['70208012'];88;6.1;Kenneth (who likes to call himself Kay) begins to realise he's just another wannabe bad boy... even less than a loser in fact. After quitting his job at Laimsbury's, Kay vows to become a ...;0;0;0;1;1;0;0;0;0;0;0;0;0.659090909;0
Apocalypse Now;tt0078788;;http://video-http.media-imdb.com/MV5BMDM5YzZjODctODkxYi00ODU2LTg2OGQtZDA0MjAyYTg1ZWY3XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1422398055&Signature=wSSBf4D62VBWbNbqueelF-kuJ7RfL7ssd6jVrpbVThkfJwiS7ikKLbckBBUGe66JEhxeMPCFgkTwaz-Xb7EHw8U~6V5E1DmOP5m4qwf7CYyTI9sSvSGwEmoqTCVVJyP7WapoEVUOzSdeeflNOKb7redzJadLTO3WEaV7Lo-EXBI_&Key-Pair-Id=APKAILW5I44IHKUN2DYA;1979;Francis Ford Coppola;Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest;http://ia.media-imdb.com/images/M/MV5BMTcyMzQ5NDM4OV5BMl5BanBnXkFtZTcwODUwNDg3OA@@._V1_.jpg;262839;153;8.5;During the Vietnam War, Captain Willard is sent on a dangerous mission into Cambodia to assassinate a renegade colonel who has set himself up as a god among a local tribe.;0;1;0;0;1;0;0;0;0;0;0;0;0.34;0
Apocalypto;tt0472043;/m/072r5v;['https://www.youtube.com/watch?v=wdWlp35cvD0'];08/12/2006;Mel Gibson;Rudy Youngblood, Dalia Hernández, Jonathan Brewer, Morris Birdyellowhead;http://ia.media-imdb.com/images/M/MV5BNTM1NjYyNTY5OV5BMl5BanBnXkFtZTcwMjgwNTMzMQ@@._V1_SX300.jpg;['70044699'];139;7.3;As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.;1;1;0;0;1;0;0;0;0;0;1;0.454700855;0.340909091;0.242677824
Appaloosa;tt0800308;/m/03m71s1;[];05/09/2008;Ed Harris;Robert Jauregui, Jeremy Irons, Timothy V. Murphy, Luce Rains;http://ia.media-imdb.com/images/M/MV5BMTMxMDE5NDIxM15BMl5BanBnXkFtZTcwNjI0MjQ4MQ@@._V1_SX300.jpg;['70103757'];115;6.7;Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Aquamarine;tt0429591;/m/0754ns;[];26/02/2006;Elizabeth Allen Rosenbaum;Emma Roberts, Joanna 'JoJo' Levesque, Sara Paxton, Jake McDorman;http://ia.media-imdb.com/images/M/MV5BMTQ5MTc5OTk1OF5BMl5BanBnXkFtZTcwMDc1NTIzMQ@@._V1_SX300.jpg;['70043810'];104;5.4;Two teenage girls discover a mermaid in their beach club's swimming pool.;0;0;0;1;0;1;1;0;1;0;0;0.483760684;0.625;0.008368201
Archipelago;tt1527835;/m/0ghw00c;['http://www.youtube.com/watch?v=vYV7NFjD8GI'];2010;Joanna Hogg;Christopher Baker, Kate Fahy, Tom Hiddleston, Andrew Lawson;http://ia.media-imdb.com/images/M/MV5BNTE1MzI0OTI2M15BMl5BanBnXkFtZTcwOTcyNjg0NA@@._V1_SX300.jpg;[];114;6.1;Deep fractures within a family dynamic begin to surface during a getaway to the Isles of Scilly.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Argo;tt1800247;/m/0h03fhx;['http://argothemovie.warnerbros.com/#video'];31/08/2012;Ben Affleck;Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman;http://ia.media-imdb.com/images/M/MV5BMTc3MjI0MjM0NF5BMl5BanBnXkFtZTcwMTYxMTQ1OA@@._V1_SX300.jpg;[];120;8.5;Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.;0;0;0;0;1;0;0;0;0;0;1;0;0.318181818;0
Asylum;tt0804443;/m/0kv69h;[];15/07/2008;David R. Ellis;Sarah Roemer, Jake Muxworthy, Mark Rolston, Travis Van Winkle;http://ia.media-imdb.com/images/M/MV5BMTQwMTc4NTYxNF5BMl5BanBnXkFtZTcwMTcwNDg3MQ@@._V1_SX300.jpg;['70099449'];93;6.5;Six college students discover their dorm was once an insane asylum that conducted gruesome lobotomies on its teenage inmates during the 1930's.;0;0;0;0;0;0;0;0;0;0;1;0.003418803;0;0.874476987
Attack the Block;tt1478964;/m/0gj9qxr;['http://www.youtube.com/watch?v=cD0gm7dHKKc'];12/03/2011;Joe Cornish;Jodie Whittaker, John Boyega, Alex Esmail, Leeon Jones;http://ia.media-imdb.com/images/M/MV5BMjAzNjc1MjgzOF5BMl5BanBnXkFtZTcwMzE3Njk5NQ@@._V1_SX300.jpg;['70178256'];88;6;A teen gang in South London defend their block from an alien invasion.;1;0;0;1;0;0;1;0;0;1;0;0.538461538;0.573863636;0.205020921
August Rush;tt0426931;/m/06y79v;[];2007;Kirsten Sheridan;Freddie Highmore, Keri Russell, Jonathan Rhys Meyers, Terrence Howard;http://ia.media-imdb.com/images/M/MV5BNDIwNjE3NjU2NV5BMl5BanBnXkFtZTcwNTQ2NjQzMw@@._V1_SX300.jpg;['70077533'];114;7.7;A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.;0;0;0;0;1;0;0;0;1;0;0;0;0.340909091;0
Avatar;tt0499549;/m/0bth54;['https://www.youtube.com/watch?v=uA8SG4Yea7s', 'https://www.youtube.com/watch?v=8TNlvM4cN6U'];10/12/2009;James Cameron;Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang;http://ia.media-imdb.com/images/M/MV5BMTYwOTEwNjAzMl5BMl5BanBnXkFtZTcwODc5MTUwMw@@._V1_SX300.jpg;['70109892'];162;8.7;A Paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home..;1;1;0;0;0;0;1;0;0;1;0;0.517948718;0;0.280334728
Away We Go;tt1176740;/m/05q4y12;['http://www.youtube.com/watch?v=dEp3NKG2U5U', 'http://www.youtube.com/watch?v=Hp_ZwQH2nfI'];05/06/2009;Sam Mendes;John Krasinski, Maya Rudolph, Carmen Ejogo, Catherine O'Hara;http://ia.media-imdb.com/images/M/MV5BMTYxNzE3NjAwMl5BMl5BanBnXkFtZTcwODkxOTI0Mg@@._V1_SX300.jpg;['70114018'];98;7.2;"A couple who is expecting their first child travel around the U.S. in order to find a perfect place to start their family. Along the way, they have misadventures and find fresh connections with an assortment of relatives and old friends who just might help them discover ""home"" on their own terms for the first time.";0;0;0;1;1;0;0;0;1;0;0;0.032478632;0.988636364;0
Babine;tt1275521;/m/0b7qk7c;[];28/11/2008;Luc Picard;Vincent-Guillaume Otis, Luc Picard, Alexis Martin, Isabel Richer;http://ia.media-imdb.com/images/M/MV5BODQzNDMxNjMwN15BMl5BanBnXkFtZTcwODE4OTI1Ng@@._V1_SX300.jpg;[];112;6.6;"During a stormy night in the past century, the one named ""the witch"" is about to give birth. Mrs. Gelinas and Toussaint Brodeur are assisting her in the process.";0;1;0;0;1;0;1;0;0;0;0;0.039316239;0.335227273;0
Baby Boy;tt0255819;/m/014k4y;[];21/06/2001;John Singleton;Tyrese Gibson, Taraji P. Henson, Omar Gooding, Tamara LaSeon Bass;http://ia.media-imdb.com/images/M/MV5BMjA0OTM5MjAyM15BMl5BanBnXkFtZTcwMjIwMDAyMQ@@._V1_SX300.jpg;['60020749'];130;7.4;This is the story of Jody, an unemployed young black man, who's been living with his mother for several years, even though he's got a child of his own. Romantically, he's having ...;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Baby Mama;tt0871426;/m/02x0v53;[];23/04/2008;Michael McCullers;Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard;http://ia.media-imdb.com/images/M/MV5BMTYwNTc1Nzk1N15BMl5BanBnXkFtZTcwNjE4OTI2MQ@@._V1_SX300.jpg;['70084794'];99;4.4;A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.;0;0;0;1;0;0;0;0;1;0;0;0;0.585227273;0
Back to the Future;tt0088763;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e65462&bitrateid=471&vendorid=102&type=.mp4;1985;Robert Zemeckis;Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover;http://ia.media-imdb.com/images/M/MV5BMjA5NTYzMDMyM15BMl5BanBnXkFtZTgwNjU3NDU2MTE@._V1_.jpg;60010110;116;8.5;A young man is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his friend, Dr. Emmett Brown, and must make sure his high-school-age parents unite in order to save his own existence.;0;1;0;1;0;1;0;0;0;1;0;0.57;0.55;0.22
Bad Ass;tt1928330;/m/0hrdl6c;['http://www.youtube.com/watch?v=T_Wd6XtSmWI&feature=kp', 'http://www.imdb.com/video/imdb/vi1755684889'];13/04/2012;Craig Moss;Danny Trejo, Charles S. Dutton, Patrick Fabian, Joyful Drake;http://ia.media-imdb.com/images/M/MV5BMTM3MzIwMzQwM15BMl5BanBnXkFtZTcwNDA5ODY2Nw@@._V1_SX300.jpg;[];101;5.2;A Vietnam veteran who becomes a local hero after saving a man from attackers on a city bus decides to take action when his best friend is murdered and the police show little interest in solving the crime.;1;0;0;0;1;0;0;0;0;0;0;0.01025641;0.318181818;0
Bad Boys II;tt0172156;/m/040fg_;[];09/07/2003;Michael Bay;Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union;http://ia.media-imdb.com/images/M/MV5BMTI4Mjc2OTE4MV5BMl5BanBnXkFtZTYwNTE3NDY3._V1_SX300.jpg;['60029167'];147;5.5;Two loose-cannon narcotics cops investigate the flow of Ecstacy into Florida.;1;0;0;1;0;0;0;0;0;0;1;0.229059829;0.596590909;0.205020921
Bad Girls from Valley High;tt0216746;/m/0408d2j;[];2000;John T. Kretchmer;Julie Benz, Nicole Bilderback, Monica Keena, Chris D'Elia;http://ia.media-imdb.com/images/M/MV5BMTk4OTQ1NjgyMl5BMl5BanBnXkFtZTcwNjA0NzcyMQ@@._V1_SX300.jpg;['70023385'];84;5.7;Three snobbish high school girls prematurely age brought on from a curse, a drug (or something) after the arrival of new transfer student whom they believe is connected to a murder they committed a year earlier. A fate worse than death.;0;0;0;1;0;0;0;0;0;0;1;0.001709402;0.590909091;0.066945607
Bad Santa;tt0307987;/m/01vg3r;[];26/11/2003;Terry Zwigoff;Billy Bob Thornton, Tony Cox, Brett Kelly, Lauren Graham;http://ia.media-imdb.com/images/M/MV5BMjA4Njg1MDcwN15BMl5BanBnXkFtZTYwMzAxNjM3._V1_SX300.jpg;['60031267'];91;5;A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.;0;0;0;1;0;0;0;0;0;0;0;0;0.585227273;0
Bangkok Dangerous;tt0814022;/m/0fbrd7;[];22/08/2008;Oxide Pang Chun, Danny Pang;Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee;http://ia.media-imdb.com/images/M/MV5BMTk2NjU4MDYwNV5BMl5BanBnXkFtZTcwMDQ5ODg3MQ@@._V1_SX300.jpg;['70097584'];99;4.1;A hitman who's in Bangkok to pull off a series of jobs violates his personal code when he falls for a local woman and bonds with his errand boy.;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
Barakat!;tt0799932;/m/03m77q5;['http://www.youtube.com/watch?v=CITUism-NBI'];16/02/2006;Djamila Sahraoui;Rachida Brakni, Fattouma Ousliha Bouamari, Zahir Bouzerar, Malika Belbey;http://ia.media-imdb.com/images/M/MV5BMjEwOTg0MjIxNV5BMl5BanBnXkFtZTcwNjExNzYxNA@@._V1_SX300.jpg;['70102703'];95;6.1;Set amidst the civil war of Algeria in the 1990s, Enough! is the story of two women. Emel is a Westerner whose husband, a journalist, is missing - perhaps kidnapped or even killed for articles he's written.;0;0;0;0;1;0;0;0;0;0;0;0;0.306818182;0
Barry Lyndon;tt0072684;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e11663&bitrateid=471&vendorid=102&type=.mp4;1975;Stanley Kubrick;Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger;http://ia.media-imdb.com/images/M/MV5BMTczNzkyMjQ4N15BMl5BanBnXkFtZTcwOTQ2NjU4Mw@@._V1_.jpg;284790;184;8.1;An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.;0;1;0;0;1;0;0;0;1;0;0;0.02;0.41;0
Batman Begins;tt0372784;;http://www.totaleclips.com/Player/Bounce.aspx?eclipid=e120056&bitrateid=472&vendorid=102&type=.mp4;2005;Christopher Nolan;Christian Bale, Michael Caine, Liam Neeson, Katie Holmes;http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_.jpg;70021642;140;8.3;After training with his mentor, Batman begins his war on crime to free the crime-ridden Gotham City from corruption that the Scarecrow and the League of Shadows have cast upon it.;1;1;0;0;1;0;0;0;0;0;0;0.24;0.34;0
Battle for Haditha;tt0870211;/m/03cspj4;[];2007;Nick Broomfield;Matthew Knoll, Elliot Ruiz, Eric Mehalacopoulos, Nathan De La Cruz;http://ia.media-imdb.com/images/M/MV5BMTk2NjU1ODEwMl5BMl5BanBnXkFtZTcwOTE0NTkxMg@@._V1_SX300.jpg;['70081082'];97;6.6;An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb.;1;0;0;0;1;0;0;0;0;0;0;0.01025641;0.318181818;0
Battleship;tt1440129;/m/0bh8tgs;['http://www.battleshipmovie.com/site.html#/videos/trailers/1', 'http://www.battleshipmovie.com/site.html#/videos/trailers/2', 'http://www.battleshipmovie.com/site.html#/videos/trailers/3'];03/04/2012;Peter Berg;Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker;http://ia.media-imdb.com/images/M/MV5BMjI5NTM5MDA2N15BMl5BanBnXkFtZTcwNjkwMzQxNw@@._V1_SX300.jpg;['70217908'];84;5.9;A fleet of ships is forced to do battle with an armada of unknown origins in order to discover and thwart their destructive goals.;1;1;0;0;0;0;0;0;0;1;1;0.511111111;0;0.569037657
Beatdown;tt1568323;/m/0crv31p;[];31/08/2010;Mike Gunther;Susie Abromeit, Rudy Youngblood, Michael Bisping, Bobby Lashley;http://ia.media-imdb.com/images/M/MV5BMjY1NjgzMTk3N15BMl5BanBnXkFtZTcwOTc0MDk5NA@@._V1_SX300.jpg;['70141509'];90;6.1;Brandon, a respected street fighter, is forced to flee the city after his brother is murdered and the money that was supposed to be paid back to a local gangster is stolen. While lying low ...;1;0;0;0;0;0;0;0;0;0;1;0.295726496;0;0.694560669
Beautiful;tt1170391;/m/0c8gwq6;[];08/02/2009;Dean O'Flaherty;Deborra-Lee Furness, Peta Wilson, Aaron Jeffery, Asher Keddie;http://ia.media-imdb.com/images/M/MV5BMjIwMTcxMDQ1M15BMl5BanBnXkFtZTcwMTc4MDY5MQ@@._V1_SX300.jpg;['70137021'];97;5.4;After another teenager disappears from the idyllic suburb of Sunshine Hills, Suzy, the girl-next-door of every boy's dreams, persuades Daniel, a fourteen-year-old with an obsessive crush, to help her uncover the truth.;0;0;0;0;0;0;0;1;0;0;1;0.008547009;0;0.912133891
